sentiment,text
5,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift"
4,Bought this tablet to read books and it also has other good qualities.
4,"This is my second Kindle and I am really enjoying it. I purchased mainly to use as a reader but it has exceeded my expectations. I can check my emails, surf the web, down loaded fb and pintrest as well. I have linked to my local library and can borrow books with ease. I have also downloaded Netflix as well. I love that I can change it to night reading so there is not so much of a strain on my eyes. I have not charged it for 2days now and have done quite a bit of reading and still showing 53%after 2 days. I purchased the 16g but plan on purchasing a micro SD card so I can expand the memory to download audio books as well."
4,"Everything you want in a tablet. Size is good, price is great."
5,great tablet for web access and works well gaming no reason to spend more unless you need a larger screen
5,"I purchased this table to use to check my email and get on Facebook, but I use it for so much more. It is a great tablet for a good price."
5,Purchased as a replacement for a Kindle and it functions well as a Kindle and a tablet.
5,Purchased for a gift. Person receiving it loved it and is extremely happy with it.
5,"Many features packed into a low price. Good as an ereader or light tablet uses to surf internet, email and games. Easy to use. Memory is expandable too."
5,This Kindle is amazing for children and tweens. Its sturdy and light and fun to use.
5,"features are similar to my fire 6 and this upgrade is good. I wish it was lighter in weight, although I enjoy the larger screen."
4,"Quite light, easy to conceal, easy to use and quite quick."
4,"Works great, good price. Would buy it again. Kids have great time with it."
5,Got this for my grandmother who's not very tech savvy but she was able to learn how to use it quickly.
5,"Great tablet, not for the power user. Average users will find everything they need."
5,Bought this for my 9 year old granddaughter. She loved it. Easy to use and excellent display. I am considering one for myself now that I've seen and used hers. Very light also.
5,"I bought this tablet for my three year old niece. It was easy to set up for her, and she loves it. I also purchased the Kids Free case, to protect it."
5,I love my new Amazon Fire tablet it's great!! The perfect size to fit in my purse so that I can take it with me. I would definitely recommend to a friend.
5,My 6yr old son loves the tablet!I plan on purchasing another Fire tablet!
5,This is a great tablet at a great price! We bought a number of them as raffle prizes for our employee appreciation party and everybody loved them!
5,Works well! We had one of the original fires and it finally died which is why we bought another. Great clarity and better internet also
5,You couldn't get a better buy for $59 than the Amazon fire 7. Paid the extra $20 to get the 16gb. Well worth it.
5,Great tablet. Drop it many times and its still working.
5,The graphics and sound on this tablet were better than expected!
